barangay,household_id,member_id,worked_last_week,job_last_week,work_prov,work_city,primary_occupation,industry,nature_of_employment,class_of_worker,basis_of_payment,other_job,worked_hours,want_more_hours,farmer,fisher,looking_for_work,reason_not_looking,availability_for_work,willing_to_work
Manuel Roxas,MAN-0035,MAN-0035-2,1,1,753,235,752034,40548,3,5,2,1,37,1,2,2,2,03,,1
Manuel Roxas,MAN-0035,MAN-0035-3,,,,,,,,,,,,,,,,,,
Manuel Roxas,MAN-0035,MAN-0035-4,,,,,,,,,,,,,,,,,,
Manuel Roxas,MAN-0035,MAN-0035-5,1,3,944,254,891068,63496,3,1,5,2,35,1,2,2,2,02,,2
Manuel Roxas,MAN-0035,MAN-0035-6,1,1,642,271,212517,49684,2,5,7,1,33,2,1,2,2,02,,2
Manuel Roxas,MAN-0036,MAN-0036-1,1,1,556,591,910679,80645,1,6,0,1,25,2,2,2,2,05,,2
Manuel Roxas,MAN-0036,MAN-0036-2,1,1,418,285,852660,96010,3,3,4,1,32,1,2,1,2,05,,1
Manuel Roxas,MAN-0036,MAN-0036-3,1,3,811,285,554910,35866,2,0,1,2,21,2,2,2,2,06,,2
Manuel Roxas,MAN-0036,MAN-0036-4,2,,,,,,,,,,,,2,2,2,04,,1
Manuel Roxas,MAN-0037,MAN-0037-1,1,3,587,897,362336,36876,2,1,3,1,31,1,1,2,2,09,,2
Manuel Roxas,MAN-0037,MAN-0037-2,1,1,976,678,381487,65153,2,2,1,1,33,2,1,2,2,07,,2
Manuel Roxas,MAN-0037,MAN-0037-3,2,,,,,,,,,,,,2,2,2,02,,1
Manuel Roxas,MAN-0038,MAN-0038-1,1,3,628,533,832423,95971,3,4,6,2,20,2,2,2,2,09,,1
Manuel Roxas,MAN-0038,MAN-0038-2,1,1,246,333,320217,10673,2,3,2,2,37,1,1,2,2,04,,1
Manuel Roxas,MAN-0039,MAN-0039-1,2,,,,,,,,,,,,2,1,1,,1,2
Manuel Roxas,MAN-0039,MAN-0039-2,1,1,340,928,573047,77977,3,1,3,2,56,1,1,2,2,08,,2
Manuel Roxas,MAN-0040,MAN-0040-1,2,,,,,,,,,,,,2,2,1,,2,1
Manuel Roxas,MAN-0040,MAN-0040-2,1,3,942,703,978303,89730,3,6,5,1,38,2,2,2,2,04,,1
Manuel Roxas,MAN-0040,MAN-0040-3,2,,,,,,,,,,,,2,2,2,09,,2
Manuel Roxas,MAN-0040,MAN-0040-4,1,3,247,725,865179,27411,1,6,6,1,45,2,1,2,2,09,,1
Manuel Roxas,MAN-0040,MAN-0040-5,1,2,171,744,791541,48491,1,0,4,2,35,1,1,2,2,07,,1
Manuel Roxas,MAN-0041,MAN-0041-1,1,1,625,595,370668,23114,1,0,2,2,54,2,1,2,2,99,,2
Manuel Roxas,MAN-0041,MAN-0041-2,2,,,,,,,,,,,,2,2,2,01,,1
Manuel Roxas,MAN-0041,MAN-0041-3,2,,,,,,,,,,,,1,2,1,,1,1
Manuel Roxas,MAN-0041,MAN-0041-4,2,,,,,,,,,,,,2,2,2,99,,2
Manuel Roxas,MAN-0042,MAN-0042-1,1,1,859,672,270360,72312,3,3,2,2,38,1,1,2,2,02,,2
Manuel Roxas,MAN-0042,MAN-0042-2,2,,,,,,,,,,,,2,2,1,,2,2
Manuel Roxas,MAN-0042,MAN-0042-3,2,,,,,,,,,,,,2,1,1,,1,2
Manuel Roxas,MAN-0042,MAN-0042-4,1,2,861,507,162188,50266,2,5,0,1,38,1,1,2,2,02,,2
Manuel Roxas,MAN-0042,MAN-0042-5,2,,,,,,,,,,,,1,2,1,,2,2
Manuel Roxas,MAN-0042,MAN-0042-6,1,3,882,593,731071,27188,3,1,0,2,21,2,2,2,2,09,,2
Manuel Roxas,MAN-0043,MAN-0043-1,1,2,463,771,105999,46805,2,5,6,1,40,1,2,2,2,06,,1
Manuel Roxas,MAN-0044,MAN-0044-1,2,,,,,,,,,,,,2,1,1,,1,2
Manuel Roxas,MAN-0044,MAN-0044-2,1,3,774,613,465353,13597,3,0,6,2,23,2,2,2,2,10,,1
Manuel Roxas,MAN-0044,MAN-0044-3,,,,,,,,,,,,,,,,,,
Manuel Roxas,MAN-0044,MAN-0044-4,2,,,,,,,,,,,,2,2,2,02,,2
Manuel Roxas,MAN-0044,MAN-0044-5,2,,,,,,,,,,,,2,2,1,,2,1
Manuel Roxas,MAN-0044,MAN-0044-6,1,3,955,280,248055,76412,3,3,3,1,60,2,1,2,2,06,,2
Manuel Roxas,MAN-0045,MAN-0045-1,2,,,,,,,,,,,,2,2,1,,1,2
Manuel Roxas,MAN-0045,MAN-0045-2,2,,,,,,,,,,,,2,2,1,,2,1
Manuel Roxas,MAN-0045,MAN-0045-3,1,3,528,705,695744,94486,3,6,3,2,45,2,1,2,2,08,,1
Manuel Roxas,MAN-0045,MAN-0045-4,2,,,,,,,,,,,,2,2,2,99,,1
Manuel Roxas,MAN-0045,MAN-0045-5,2,,,,,,,,,,,,2,2,2,03,,2
Manuel Roxas,MAN-0046,MAN-0046-1,1,3,448,151,767782,50363,3,1,5,1,34,1,2,2,2,99,,1
Manuel Roxas,MAN-0046,MAN-0046-2,1,1,990,256,853661,91225,3,5,6,1,46,2,2,2,2,99,,1
Manuel Roxas,MAN-0046,MAN-0046-3,1,2,824,703,375610,16995,2,6,2,2,59,2,2,1,2,01,,2
Manuel Roxas,MAN-0046,MAN-0046-4,2,,,,,,,,,,,,2,2,2,05,,2
Manuel Roxas,MAN-0046,MAN-0046-5,1,1,450,127,801940,44798,1,3,2,1,44,1,2,2,2,02,,1
Manuel Roxas,MAN-0047,MAN-0047-1,1,1,957,261,900544,78234,3,2,7,1,50,2,1,2,2,02,,1
Manuel Roxas,MAN-0047,MAN-0047-2,1,2,876,796,157516,35537,3,5,3,1,44,1,1,2,2,06,,1
Manuel Roxas,MAN-0047,MAN-0047-3,2,,,,,,,,,,,,1,2,1,,1,1
Manuel Roxas,MAN-0047,MAN-0047-4,1,3,318,132,593164,97923,3,2,6,1,43,2,2,2,2,06,,2
Manuel Roxas,MAN-0048,MAN-0048-1,2,,,,,,,,,,,,2,2,1,,2,1
Manuel Roxas,MAN-0048,MAN-0048-2,2,,,,,,,,,,,,2,2,2,09,,2
Manuel Roxas,MAN-0049,MAN-0049-1,2,,,,,,,,,,,,2,2,2,08,,1
Manuel Roxas,MAN-0050,MAN-0050-1,1,3,672,904,789861,20114,2,4,3,2,52,1,1,2,2,10,,2
Manuel Roxas,MAN-0051,MAN-0051-1,1,1,212,537,941252,13623,2,2,0,1,24,1,2,2,2,07,,2
Manuel Roxas,MAN-0051,MAN-0051-2,2,,,,,,,,,,,,2,2,2,07,,1
Manuel Roxas,MAN-0052,MAN-0052-1,2,,,,,,,,,,,,2,2,1,,2,1
Manuel Roxas,MAN-0053,MAN-0053-1,1,1,532,745,851080,21281,3,5,4,2,52,2,2,2,2,01,,2
Manuel Roxas,MAN-0053,MAN-0053-2,1,2,868,845,543654,14179,2,4,5,2,21,1,2,2,2,01,,1
Manuel Roxas,MAN-0054,MAN-0054-1,1,3,261,399,814152,82879,2,6,0,2,38,1,2,2,2,05,,1
Manuel Roxas,MAN-0054,MAN-0054-2,1,3,378,911,616914,94859,2,0,6,2,27,1,2,1,2,06,,2
Manuel Roxas,MAN-0055,MAN-0055-1,1,3,571,616,183415,86396,1,4,4,2,38,1,2,2,2,04,,2
Manuel Roxas,MAN-0055,MAN-0055-2,,,,,,,,,,,,,,,,,,
Manuel Roxas,MAN-0055,MAN-0055-3,1,2,787,810,392173,15821,1,1,2,2,44,2,1,2,2,03,,1
Manuel Roxas,MAN-0055,MAN-0055-4,1,2,648,792,842306,55038,1,1,0,2,45,1,1,2,2,01,,2
Manuel Roxas,MAN-0056,MAN-0056-1,1,2,698,134,634627,13166,1,4,2,2,57,1,2,2,2,05,,2
Manuel Roxas,MAN-0056,MAN-0056-2,1,2,249,258,554795,21829,3,6,0,2,54,1,2,2,2,10,,2
Manuel Roxas,MAN-0057,MAN-0057-1,1,1,265,526,547195,50702,3,0,6,1,40,1,2,2,2,99,,1
Manuel Roxas,MAN-0057,MAN-0057-2,1,2,104,734,319919,78564,3,6,0,1,34,1,1,2,2,05,,1
Manuel Roxas,MAN-0057,MAN-0057-3,2,,,,,,,,,,,,1,2,1,,2,2
Manuel Roxas,MAN-0057,MAN-0057-4,1,2,227,667,637273,93019,3,1,7,2,56,1,2,1,2,04,,1
Manuel Roxas,MAN-0058,MAN-0058-1,2,,,,,,,,,,,,1,2,1,,2,2
Manuel Roxas,MAN-0058,MAN-0058-2,1,2,802,793,726466,16843,3,4,1,1,56,2,2,1,2,01,,2
Manuel Roxas,MAN-0058,MAN-0058-3,2,,,,,,,,,,,,1,2,1,,2,2
Manuel Roxas,MAN-0058,MAN-0058-4,2,,,,,,,,,,,,2,2,2,07,,1
Manuel Roxas,MAN-0058,MAN-0058-5,,,,,,,,,,,,,,,,,,
Manuel Roxas,MAN-0058,MAN-0058-6,2,,,,,,,,,,,,2,2,1,,1,1
Don Aurelio Chicote,DON-0001,DON-0001-1,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0001,DON-0001-2,2,,,,,,,,,,,,2,1,1,,1,2
Don Aurelio Chicote,DON-0001,DON-0001-3,1,2,507,847,100360,65663,1,3,0,2,26,1,2,1,2,04,,2
Don Aurelio Chicote,DON-0002,DON-0002-1,1,3,544,823,936840,19472,3,3,7,2,60,2,2,2,2,10,,1
Don Aurelio Chicote,DON-0002,DON-0002-2,2,,,,,,,,,,,,2,2,1,,1,1
Don Aurelio Chicote,DON-0003,DON-0003-1,2,,,,,,,,,,,,2,1,1,,1,2
Don Aurelio Chicote,DON-0003,DON-0003-2,1,2,316,704,971479,25956,3,4,5,2,28,1,2,1,2,05,,2
Don Aurelio Chicote,DON-0003,DON-0003-3,2,,,,,,,,,,,,2,2,2,08,,1
Don Aurelio Chicote,DON-0003,DON-0003-4,1,3,278,976,778953,91357,3,1,7,1,44,2,2,2,2,04,,1
Don Aurelio Chicote,DON-0004,DON-0004-1,1,3,308,814,904892,32024,3,3,3,1,40,2,1,2,2,06,,2
Don Aurelio Chicote,DON-0004,DON-0004-2,1,3,840,180,981738,35571,1,3,0,1,48,2,1,2,2,07,,1
Don Aurelio Chicote,DON-0004,DON-0004-3,2,,,,,,,,,,,,2,1,1,,1,1
Don Aurelio Chicote,DON-0004,DON-0004-4,1,3,183,837,737395,19208,3,4,5,2,42,2,2,1,2,07,,2
Don Aurelio Chicote,DON-0004,DON-0004-5,1,3,172,732,330482,88074,2,4,3,1,55,1,2,2,2,08,,1
Don Aurelio Chicote,DON-0005,DON-0005-1,1,2,959,697,346677,90301,1,3,7,2,44,1,1,2,2,10,,2
Don Aurelio Chicote,DON-0005,DON-0005-2,1,2,374,592,917396,94915,1,2,0,1,36,2,1,2,2,07,,2
Don Aurelio Chicote,DON-0006,DON-0006-1,2,,,,,,,,,,,,2,1,1,,1,2
Don Aurelio Chicote,DON-0007,DON-0007-1,2,,,,,,,,,,,,2,2,1,,1,1
Don Aurelio Chicote,DON-0007,DON-0007-2,2,,,,,,,,,,,,2,1,1,,1,1
Don Aurelio Chicote,DON-0008,DON-0008-1,2,,,,,,,,,,,,2,2,2,03,,1
Don Aurelio Chicote,DON-0008,DON-0008-2,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0008,DON-0008-3,1,3,700,741,329627,65145,3,3,6,1,40,2,2,2,2,09,,1
Don Aurelio Chicote,DON-0008,DON-0008-4,1,2,684,715,225535,97645,3,0,3,2,50,2,2,2,2,04,,2
Don Aurelio Chicote,DON-0008,DON-0008-5,2,,,,,,,,,,,,2,2,2,03,,2
Don Aurelio Chicote,DON-0008,DON-0008-6,1,1,913,419,463442,51618,3,2,5,2,25,2,2,2,2,04,,1
Don Aurelio Chicote,DON-0009,DON-0009-1,2,,,,,,,,,,,,2,2,2,03,,1
Don Aurelio Chicote,DON-0009,DON-0009-2,2,,,,,,,,,,,,2,2,1,,2,1
Don Aurelio Chicote,DON-0009,DON-0009-3,1,1,625,685,456237,82616,1,1,0,2,26,1,2,1,2,01,,1
Don Aurelio Chicote,DON-0009,DON-0009-4,2,,,,,,,,,,,,2,2,2,08,,1
Don Aurelio Chicote,DON-0009,DON-0009-5,1,2,920,967,278074,84753,2,4,0,1,45,1,2,2,2,03,,1
Don Aurelio Chicote,DON-0010,DON-0010-1,1,2,269,549,984147,69633,3,5,2,1,30,1,1,2,2,04,,2
Don Aurelio Chicote,DON-0011,DON-0011-1,2,,,,,,,,,,,,2,2,1,,1,1
Don Aurelio Chicote,DON-0011,DON-0011-2,1,3,598,664,748954,13147,3,2,1,2,52,1,2,1,2,06,,2
Don Aurelio Chicote,DON-0011,DON-0011-3,1,2,309,897,339361,24580,2,3,5,2,35,2,2,2,2,06,,1
Don Aurelio Chicote,DON-0012,DON-0012-1,1,2,441,990,973692,66702,1,1,0,1,60,1,2,2,2,07,,1
Don Aurelio Chicote,DON-0012,DON-0012-2,1,2,709,337,238909,21649,3,5,6,1,49,1,1,2,2,06,,1
Don Aurelio Chicote,DON-0012,DON-0012-3,2,,,,,,,,,,,,1,2,1,,1,2
Don Aurelio Chicote,DON-0012,DON-0012-4,2,,,,,,,,,,,,2,1,1,,2,2
Don Aurelio Chicote,DON-0012,DON-0012-5,1,1,670,960,817815,72590,2,6,7,2,41,2,2,1,2,02,,2
Don Aurelio Chicote,DON-0013,DON-0013-1,1,1,967,441,109308,39544,2,2,7,2,27,2,2,2,2,04,,1
Don Aurelio Chicote,DON-0013,DON-0013-2,1,2,106,106,940445,99837,3,3,4,1,26,1,2,2,2,04,,2
Don Aurelio Chicote,DON-0013,DON-0013-3,1,3,699,800,878760,48552,3,6,0,1,27,1,2,2,2,05,,2
Don Aurelio Chicote,DON-0014,DON-0014-1,2,,,,,,,,,,,,1,2,1,,2,1
Don Aurelio Chicote,DON-0014,DON-0014-2,2,,,,,,,,,,,,2,2,1,,2,1
Don Aurelio Chicote,DON-0014,DON-0014-3,1,1,968,575,681180,98756,3,6,5,1,32,1,2,2,2,03,,1
Don Aurelio Chicote,DON-0014,DON-0014-4,1,2,732,907,325430,28529,3,2,7,2,26,1,1,2,2,06,,1
Don Aurelio Chicote,DON-0014,DON-0014-5,2,,,,,,,,,,,,1,2,1,,1,2
Don Aurelio Chicote,DON-0014,DON-0014-6,2,,,,,,,,,,,,2,2,2,05,,1
Don Aurelio Chicote,DON-0015,DON-0015-1,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0015,DON-0015-2,2,,,,,,,,,,,,2,2,2,99,,2
Don Aurelio Chicote,DON-0015,DON-0015-3,1,1,995,685,704690,21978,2,6,2,2,55,2,2,1,2,03,,2
Don Aurelio Chicote,DON-0016,DON-0016-1,1,1,690,885,337888,55954,3,1,7,2,47,2,1,2,2,07,,2
Don Aurelio Chicote,DON-0016,DON-0016-2,1,3,678,443,424076,65796,3,5,5,1,24,1,2,2,2,01,,2
Don Aurelio Chicote,DON-0016,DON-0016-3,1,2,661,612,946759,26643,3,0,6,1,36,2,2,2,2,10,,2
Don Aurelio Chicote,DON-0016,DON-0016-4,1,3,504,879,154877,59811,2,1,6,2,50,2,1,2,2,07,,1
Don Aurelio Chicote,DON-0017,DON-0017-1,2,,,,,,,,,,,,2,2,2,10,,1
Don Aurelio Chicote,DON-0017,DON-0017-2,1,2,222,222,303686,84287,1,6,6,1,43,1,2,2,2,07,,2
Don Aurelio Chicote,DON-0017,DON-0017-3,1,1,797,665,527391,17841,1,4,2,1,36,1,2,2,2,04,,1
Don Aurelio Chicote,DON-0018,DON-0018-1,2,,,,,,,,,,,,2,2,2,04,,2
Don Aurelio Chicote,DON-0018,DON-0018-2,1,1,464,183,515622,48973,2,1,6,2,22,1,2,2,2,01,,2
Don Aurelio Chicote,DON-0018,DON-0018-3,2,,,,,,,,,,,,2,1,1,,2,1
Don Aurelio Chicote,DON-0018,DON-0018-4,1,3,779,494,176023,11441,1,0,4,2,33,1,2,2,2,04,,2
Don Aurelio Chicote,DON-0018,DON-0018-5,2,,,,,,,,,,,,2,2,2,04,,1
Don Aurelio Chicote,DON-0018,DON-0018-6,2,,,,,,,,,,,,2,2,2,03,,2
Don Aurelio Chicote,DON-0019,DON-0019-1,1,2,980,765,475735,75016,1,3,3,2,60,1,2,2,2,99,,1
Don Aurelio Chicote,DON-0019,DON-0019-2,2,,,,,,,,,,,,2,2,2,05,,1
Don Aurelio Chicote,DON-0019,DON-0019-3,2,,,,,,,,,,,,2,2,2,07,,1
Don Aurelio Chicote,DON-0020,DON-0020-1,1,2,231,514,517165,99494,2,4,0,1,36,1,2,2,2,04,,2
Don Aurelio Chicote,DON-0020,DON-0020-2,1,1,678,214,170243,41607,3,1,4,2,49,1,2,2,2,06,,2
Don Aurelio Chicote,DON-0020,DON-0020-3,1,2,273,520,707804,59856,2,4,7,1,36,1,1,2,2,07,,1
Don Aurelio Chicote,DON-0020,DON-0020-4,2,,,,,,,,,,,,2,1,1,,1,2
Don Aurelio Chicote,DON-0020,DON-0020-5,1,2,391,937,866378,15876,3,5,1,2,25,1,2,1,2,03,,2
Don Aurelio Chicote,DON-0020,DON-0020-6,2,,,,,,,,,,,,2,2,2,02,,2
Don Aurelio Chicote,DON-0021,DON-0021-1,2,,,,,,,,,,,,2,2,1,,2,1
Don Aurelio Chicote,DON-0021,DON-0021-2,1,1,389,970,582751,73294,3,4,4,2,46,1,1,2,2,02,,1
Don Aurelio Chicote,DON-0021,DON-0021-3,1,2,706,407,447526,52511,3,1,0,1,25,1,1,2,2,99,,2
Don Aurelio Chicote,DON-0021,DON-0021-4,1,2,538,633,971138,18394,1,1,6,2,35,2,1,2,2,02,,1
Don Aurelio Chicote,DON-0021,DON-0021-5,1,3,732,414,253859,17270,3,2,1,1,32,2,2,2,2,10,,1
Don Aurelio Chicote,DON-0021,DON-0021-6,1,1,957,116,697865,90545,1,5,4,2,44,1,2,1,2,05,,1
Don Aurelio Chicote,DON-0022,DON-0022-1,1,3,448,533,965993,34046,3,0,3,2,28,2,2,1,2,10,,1
Don Aurelio Chicote,DON-0022,DON-0022-2,2,,,,,,,,,,,,1,2,1,,2,2
Don Aurelio Chicote,DON-0023,DON-0023-1,1,1,824,777,412855,61463,1,1,2,1,53,2,1,2,2,10,,2
Don Aurelio Chicote,DON-0023,DON-0023-2,1,1,180,192,744070,45956,2,0,4,2,55,1,1,2,2,07,,1
Don Aurelio Chicote,DON-0023,DON-0023-3,1,1,887,754,256760,34543,2,4,3,1,27,1,2,1,2,99,,1
Don Aurelio Chicote,DON-0023,DON-0023-4,1,1,421,208,891126,19995,3,2,2,2,26,1,1,2,2,09,,2
Don Aurelio Chicote,DON-0023,DON-0023-5,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0023,DON-0023-6,2,,,,,,,,,,,,1,2,1,,2,1
Don Aurelio Chicote,DON-0024,DON-0024-1,1,3,360,602,788472,35287,3,0,4,2,48,2,2,2,2,09,,2
Don Aurelio Chicote,DON-0025,DON-0025-1,1,3,149,861,434799,11385,3,3,7,2,56,2,2,2,2,99,,2
Don Aurelio Chicote,DON-0025,DON-0025-2,1,2,901,800,655930,62835,2,4,1,2,59,2,2,1,2,08,,1
Don Aurelio Chicote,DON-0025,DON-0025-3,2,,,,,,,,,,,,2,1,1,,1,1
Don Aurelio Chicote,DON-0025,DON-0025-4,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0025,DON-0025-5,2,,,,,,,,,,,,2,2,2,01,,1
Don Aurelio Chicote,DON-0025,DON-0025-6,2,,,,,,,,,,,,2,2,1,,1,2
Don Aurelio Chicote,DON-0026,DON-0026-1,2,,,,,,,,,,,,1,2,1,,1,1
Don Aurelio Chicote,DON-0026,DON-0026-2,2,,,,,,,,,,,,2,2,1,,1,2
Don Aurelio Chicote,DON-0026,DON-0026-3,2,,,,,,,,,,,,1,2,1,,1,2
Don Aurelio Chicote,DON-0026,DON-0026-4,1,3,365,676,631872,56920,1,2,4,1,43,2,1,2,2,02,,1
Don Aurelio Chicote,DON-0026,DON-0026-5,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0026,DON-0026-6,1,1,686,967,718841,27136,3,4,7,2,25,2,2,1,2,08,,2
Don Aurelio Chicote,DON-0027,DON-0027-1,1,1,523,277,232641,44465,2,6,1,2,33,1,2,2,2,09,,1
Don Aurelio Chicote,DON-0027,DON-0027-2,2,,,,,,,,,,,,2,1,1,,2,1
Don Aurelio Chicote,DON-0027,DON-0027-3,1,1,594,431,369657,78179,1,0,5,2,40,2,1,2,2,07,,2
Don Aurelio Chicote,DON-0027,DON-0027-4,2,,,,,,,,,,,,2,1,1,,2,2
Don Aurelio Chicote,DON-0027,DON-0027-5,2,,,,,,,,,,,,2,2,2,05,,1
Don Aurelio Chicote,DON-0028,DON-0028-1,1,1,734,230,553079,94853,1,4,5,1,55,2,2,1,2,01,,2
Don Aurelio Chicote,DON-0029,DON-0029-1,1,3,612,432,525276,68235,1,2,5,1,38,1,1,2,2,06,,2
Don Aurelio Chicote,DON-0029,DON-0029-2,2,,,,,,,,,,,,1,2,1,,1,1
Don Aurelio Chicote,DON-0029,DON-0029-3,2,,,,,,,,,,,,2,2,2,07,,2
Don Aurelio Chicote,DON-0029,DON-0029-4,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0030,DON-0030-1,2,,,,,,,,,,,,2,2,2,02,,1
Don Aurelio Chicote,DON-0030,DON-0030-2,1,3,519,691,896410,70527,1,2,6,1,53,2,1,2,2,10,,1
Don Aurelio Chicote,DON-0030,DON-0030-3,1,3,771,626,770446,94686,1,5,5,1,33,2,2,2,2,04,,2
Don Aurelio Chicote,DON-0030,DON-0030-4,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0030,DON-0030-5,1,2,510,870,725435,20549,3,1,2,1,44,2,1,2,2,10,,2
Don Aurelio Chicote,DON-0031,DON-0031-1,2,,,,,,,,,,,,2,2,2,06,,1
Don Aurelio Chicote,DON-0032,DON-0032-1,1,2,345,578,434562,38821,1,2,7,1,31,2,2,2,2,09,,2
Don Aurelio Chicote,DON-0032,DON-0032-2,1,3,485,296,748947,29037,2,6,6,2,24,2,2,1,2,04,,1
Don Aurelio Chicote,DON-0032,DON-0032-3,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0032,DON-0032-4,2,,,,,,,,,,,,2,2,2,99,,1
Don Aurelio Chicote,DON-0033,DON-0033-1,2,,,,,,,,,,,,2,2,2,07,,1
Don Aurelio Chicote,DON-0033,DON-0033-2,2,,,,,,,,,,,,1,2,1,,1,2
Don Aurelio Chicote,DON-0033,DON-0033-3,2,,,,,,,,,,,,2,2,2,10,,2
Don Aurelio Chicote,DON-0034,DON-0034-1,2,,,,,,,,,,,,2,2,2,99,,1
Don Aurelio Chicote,DON-0034,DON-0034-2,1,1,883,937,844743,25580,3,0,0,2,43,2,1,2,2,06,,1
Don Aurelio Chicote,DON-0034,DON-0034-3,2,,,,,,,,,,,,1,2,1,,1,2
Don Aurelio Chicote,DON-0034,DON-0034-4,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0034,DON-0034-5,2,,,,,,,,,,,,2,2,2,99,,2
Don Aurelio Chicote,DON-0034,DON-0034-6,1,3,680,799,585849,38985,1,2,7,2,47,1,2,2,2,04,,2
Don Aurelio Chicote,DON-0035,DON-0035-1,2,,,,,,,,,,,,2,1,1,,2,1
Don Aurelio Chicote,DON-0035,DON-0035-2,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0036,DON-0036-1,2,,,,,,,,,,,,2,2,1,,1,1
Don Aurelio Chicote,DON-0036,DON-0036-2,1,2,735,561,810912,21029,1,2,2,1,40,1,2,2,2,10,,1
Don Aurelio Chicote,DON-0036,DON-0036-3,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0036,DON-0036-4,2,,,,,,,,,,,,2,1,1,,1,2
Don Aurelio Chicote,DON-0036,DON-0036-5,1,1,960,747,511801,86645,3,5,6,1,43,2,2,2,2,06,,2
Don Aurelio Chicote,DON-0037,DON-0037-1,2,,,,,,,,,,,,2,2,1,,1,2
Don Aurelio Chicote,DON-0037,DON-0037-2,1,1,261,774,461256,26100,3,4,3,1,31,2,2,2,2,04,,1
Don Aurelio Chicote,DON-0038,DON-0038-1,1,3,399,487,324167,96088,1,0,3,1,58,1,2,2,2,02,,1
Don Aurelio Chicote,DON-0038,DON-0038-2,2,,,,,,,,,,,,2,2,2,10,,1
Don Aurelio Chicote,DON-0038,DON-0038-3,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0038,DON-0038-4,1,2,551,736,246493,15739,1,3,0,1,23,2,2,1,2,03,,1
Don Aurelio Chicote,DON-0038,DON-0038-5,1,3,393,494,124468,52396,1,3,7,1,30,1,2,1,2,10,,2
Don Aurelio Chicote,DON-0039,DON-0039-1,1,3,846,501,268851,22741,2,1,4,2,40,1,1,2,2,03,,2
Don Aurelio Chicote,DON-0039,DON-0039-2,1,3,521,850,168088,17947,3,2,2,2,37,2,2,1,2,05,,1
Don Aurelio Chicote,DON-0039,DON-0039-3,2,,,,,,,,,,,,2,2,2,08,,2
Don Aurelio Chicote,DON-0039,DON-0039-4,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0040,DON-0040-1,1,1,492,750,542747,55934,2,0,4,2,56,2,2,2,2,03,,1
Don Aurelio Chicote,DON-0040,DON-0040-2,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0040,DON-0040-3,1,3,612,863,150710,13478,2,0,7,1,45,1,2,2,2,01,,1
Don Aurelio Chicote,DON-0041,DON-0041-1,2,,,,,,,,,,,,2,2,2,07,,1
Don Aurelio Chicote,DON-0042,DON-0042-1,2,,,,,,,,,,,,2,2,1,,1,1
Don Aurelio Chicote,DON-0043,DON-0043-1,2,,,,,,,,,,,,2,2,2,05,,1
Don Aurelio Chicote,DON-0043,DON-0043-2,2,,,,,,,,,,,,2,1,1,,2,1
Don Aurelio Chicote,DON-0043,DON-0043-3,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0043,DON-0043-4,2,,,,,,,,,,,,2,2,2,09,,1
Don Aurelio Chicote,DON-0043,DON-0043-5,2,,,,,,,,,,,,1,2,1,,2,2
Don Aurelio Chicote,DON-0043,DON-0043-6,1,2,586,154,477386,69271,3,2,7,1,30,2,1,2,2,06,,1
Don Aurelio Chicote,DON-0044,DON-0044-1,1,1,390,494,632412,12962,2,4,5,2,46,1,1,2,2,02,,1
Don Aurelio Chicote,DON-0045,DON-0045-1,1,1,121,841,124012,51330,2,3,1,1,52,2,1,2,2,02,,2
Don Aurelio Chicote,DON-0045,DON-0045-2,1,3,357,352,141652,32174,2,5,2,1,59,2,2,1,2,02,,2
Don Aurelio Chicote,DON-0045,DON-0045-3,2,,,,,,,,,,,,1,2,1,,2,2
Don Aurelio Chicote,DON-0045,DON-0045-4,,,,,,,,,,,,,,,,,,
Don Aurelio Chicote,DON-0046,DON-0046-1,2,,,,,,,,,,,,2,2,2,01,,1
Don Aurelio Chicote,DON-0046,DON-0046-2,2,,,,,,,,,,,,2,2,2,10,,1
Don Aurelio Chicote,DON-0046,DON-0046-3,1,3,347,390,371289,89037,3,5,6,1,21,1,2,1,2,06,,2
Don Aurelio Chicote,DON-0047,DON-0047-1,1,2,703,116,432613,32932,3,4,1,1,21,2,2,2,2,05,,2
Don Aurelio Chicote,DON-0047,DON-0047-2,1,2,553,843,682816,80778,2,6,5,1,40,1,2,2,2,02,,1
Don Aurelio Chicote,DON-0047,DON-0047-3,1,2,699,800,291981,67987,3,1,6,1,22,1,1,2,2,10,,1
