barangay,household_id,member_id,filipino_citizen,overseas_filipino,other_location_resided,province_moved,city_moved,barangay_moved,month_year_moved,province_from,city_from,barangay_from,internal_displacement
Manuel Roxas,MAN-0056,MAN-0056-4,3,,2,,,,,,,,3
Manuel Roxas,MAN-0056,MAN-0056-5,2,5,2,,,,,,,,4
Manuel Roxas,MAN-0057,MAN-0057-1,3,,1,129,769,387,04-2009,784,751,539,2
Manuel Roxas,MAN-0057,MAN-0057-2,1,,2,,,,,,,,3
Manuel Roxas,MAN-0057,MAN-0057-3,2,,2,,,,,,,,3
Manuel Roxas,MAN-0057,MAN-0057-4,2,4,1,439,990,691,09-2015,779,248,934,5
Manuel Roxas,MAN-0057,MAN-0057-5,2,,2,,,,,,,,4
Manuel Roxas,MAN-0057,MAN-0057-6,1,,1,418,698,399,11-2019,278,439,938,1
Manuel Roxas,MAN-0058,MAN-0058-1,2,3,1,951,999,429,04-2016,388,745,222,5
Don Aurelio Chicote,DON-0001,DON-0001-1,3,,1,971,186,956,01-2024,673,531,819,5
Don Aurelio Chicote,DON-0001,DON-0001-2,2,6,1,566,809,647,08-2021,663,296,270,2
Don Aurelio Chicote,DON-0001,DON-0001-3,3,,1,540,917,618,09-2007,489,861,150,3
Don Aurelio Chicote,DON-0001,DON-0001-4,1,,1,635,475,467,01-2009,652,289,664,5
Don Aurelio Chicote,DON-0002,DON-0002-1,1,5,1,130,806,543,04-2010,604,224,230,3
Don Aurelio Chicote,DON-0002,DON-0002-2,1,6,1,310,928,742,07-2008,226,491,727,2
Don Aurelio Chicote,DON-0002,DON-0002-3,3,6,2,,,,,,,,1
Don Aurelio Chicote,DON-0002,DON-0002-4,2,6,1,491,328,813,11-2008,702,239,441,4
Don Aurelio Chicote,DON-0002,DON-0002-5,1,1,2,,,,,,,,4
Don Aurelio Chicote,DON-0003,DON-0003-1,1,4,1,673,639,936,05-2015,318,208,231,5
Don Aurelio Chicote,DON-0004,DON-0004-1,2,4,2,,,,,,,,3
Don Aurelio Chicote,DON-0004,DON-0004-2,1,3,1,260,592,450,05-2019,180,760,965,3
Don Aurelio Chicote,DON-0005,DON-0005-1,3,5,2,,,,,,,,1
Don Aurelio Chicote,DON-0005,DON-0005-2,2,5,1,663,109,769,01-2013,540,626,241,3
Don Aurelio Chicote,DON-0006,DON-0006-1,2,,1,269,524,350,07-2013,108,466,670,3
Don Aurelio Chicote,DON-0006,DON-0006-2,2,,2,,,,,,,,1
Don Aurelio Chicote,DON-0006,DON-0006-3,1,2,2,,,,,,,,2
Don Aurelio Chicote,DON-0006,DON-0006-4,1,1,1,122,121,128,11-2018,906,871,792,3
Don Aurelio Chicote,DON-0006,DON-0006-5,3,3,1,774,103,876,03-2002,319,494,398,5
Don Aurelio Chicote,DON-0006,DON-0006-6,1,6,1,860,616,251,01-2010,266,990,209,4
Don Aurelio Chicote,DON-0007,DON-0007-1,2,6,1,959,263,737,09-2008,891,625,267,1
Don Aurelio Chicote,DON-0007,DON-0007-2,1,5,2,,,,,,,,1
Don Aurelio Chicote,DON-0008,DON-0008-1,1,,1,487,852,976,05-2017,948,252,237,3
Don Aurelio Chicote,DON-0008,DON-0008-2,3,,1,757,671,139,01-2003,687,921,324,2
Don Aurelio Chicote,DON-0008,DON-0008-3,1,7,1,494,484,465,04-2016,137,711,419,2
Don Aurelio Chicote,DON-0008,DON-0008-4,1,,1,931,755,774,05-2005,449,215,632,4
Don Aurelio Chicote,DON-0008,DON-0008-5,2,6,1,319,730,486,11-2020,554,400,255,4
Don Aurelio Chicote,DON-0009,DON-0009-1,2,,2,,,,,,,,4
Don Aurelio Chicote,DON-0009,DON-0009-2,3,6,1,420,428,521,12-2020,142,479,388,3
Don Aurelio Chicote,DON-0009,DON-0009-3,2,,1,827,972,986,01-2003,552,244,791,1
Don Aurelio Chicote,DON-0009,DON-0009-4,1,5,2,,,,,,,,4
Don Aurelio Chicote,DON-0009,DON-0009-5,2,,1,875,402,422,01-2012,472,378,998,2
Don Aurelio Chicote,DON-0010,DON-0010-1,1,4,2,,,,,,,,3
Don Aurelio Chicote,DON-0010,DON-0010-2,3,2,2,,,,,,,,2
Don Aurelio Chicote,DON-0010,DON-0010-3,1,,1,106,378,856,08-2019,143,915,700,4
Don Aurelio Chicote,DON-0011,DON-0011-1,2,3,1,849,431,104,08-2023,959,205,827,3
Don Aurelio Chicote,DON-0011,DON-0011-2,1,5,2,,,,,,,,4
Don Aurelio Chicote,DON-0012,DON-0012-1,3,3,1,537,440,932,11-2022,675,343,958,2
Don Aurelio Chicote,DON-0012,DON-0012-2,1,3,1,492,163,262,04-2018,851,826,435,1
Don Aurelio Chicote,DON-0012,DON-0012-3,3,5,1,891,859,937,06-2016,311,583,749,1
Don Aurelio Chicote,DON-0013,DON-0013-1,3,,1,692,467,169,03-2000,189,455,377,3
Don Aurelio Chicote,DON-0013,DON-0013-2,2,5,1,459,212,862,03-2012,524,569,457,3
Don Aurelio Chicote,DON-0013,DON-0013-3,3,,1,714,455,282,03-2023,154,249,323,1
Don Aurelio Chicote,DON-0014,DON-0014-1,1,1,2,,,,,,,,2
Don Aurelio Chicote,DON-0014,DON-0014-2,2,3,1,770,737,807,12-2021,201,808,699,4
Don Aurelio Chicote,DON-0015,DON-0015-1,2,,1,175,423,649,01-2000,402,437,687,3
Don Aurelio Chicote,DON-0015,DON-0015-2,1,5,2,,,,,,,,5
Don Aurelio Chicote,DON-0015,DON-0015-3,3,,2,,,,,,,,2
Don Aurelio Chicote,DON-0015,DON-0015-4,1,7,1,581,991,633,02-2012,494,693,673,1
Don Aurelio Chicote,DON-0015,DON-0015-5,1,6,1,853,372,370,09-2013,810,923,772,4
Don Aurelio Chicote,DON-0015,DON-0015-6,3,6,1,727,700,683,05-2012,550,497,343,4
Don Aurelio Chicote,DON-0016,DON-0016-1,2,,1,544,814,328,07-2023,222,267,957,2
Don Aurelio Chicote,DON-0017,DON-0017-1,3,7,1,677,584,947,11-2004,328,323,310,1
Don Aurelio Chicote,DON-0018,DON-0018-1,3,5,2,,,,,,,,3
Don Aurelio Chicote,DON-0018,DON-0018-2,1,7,1,948,636,753,11-2005,814,705,243,2
Don Aurelio Chicote,DON-0019,DON-0019-1,1,1,2,,,,,,,,4
Don Aurelio Chicote,DON-0020,DON-0020-1,3,6,2,,,,,,,,1
Don Aurelio Chicote,DON-0020,DON-0020-2,2,4,2,,,,,,,,2
Don Aurelio Chicote,DON-0021,DON-0021-1,3,,2,,,,,,,,3
Don Aurelio Chicote,DON-0022,DON-0022-1,3,7,1,773,117,900,04-2009,135,799,306,1
Don Aurelio Chicote,DON-0022,DON-0022-2,2,,1,174,624,678,03-2018,662,440,626,4
Don Aurelio Chicote,DON-0022,DON-0022-3,1,,1,932,633,409,10-2022,792,148,312,4
Don Aurelio Chicote,DON-0022,DON-0022-4,3,1,1,371,866,935,12-2024,169,216,686,1
Don Aurelio Chicote,DON-0023,DON-0023-1,1,4,2,,,,,,,,2
Don Aurelio Chicote,DON-0023,DON-0023-2,2,5,2,,,,,,,,3
Don Aurelio Chicote,DON-0023,DON-0023-3,3,,1,780,203,673,11-2022,168,936,434,4
Don Aurelio Chicote,DON-0023,DON-0023-4,1,4,1,256,329,738,07-2010,458,446,748,2
Don Aurelio Chicote,DON-0024,DON-0024-1,2,3,2,,,,,,,,3
Don Aurelio Chicote,DON-0024,DON-0024-2,1,,1,131,841,430,09-2002,303,873,395,4
Don Aurelio Chicote,DON-0024,DON-0024-3,1,3,2,,,,,,,,5
Don Aurelio Chicote,DON-0024,DON-0024-4,2,6,1,996,937,450,10-2015,291,609,950,2
Don Aurelio Chicote,DON-0024,DON-0024-5,3,5,2,,,,,,,,5
Don Aurelio Chicote,DON-0025,DON-0025-1,1,7,1,589,959,906,02-2006,636,524,461,2
Don Aurelio Chicote,DON-0025,DON-0025-2,3,6,2,,,,,,,,1
Don Aurelio Chicote,DON-0025,DON-0025-3,2,1,1,664,435,191,04-2001,372,799,564,4
Don Aurelio Chicote,DON-0026,DON-0026-1,2,,1,197,994,662,06-2000,979,715,623,2
Don Aurelio Chicote,DON-0026,DON-0026-2,2,7,1,640,893,303,12-2008,834,306,829,3
Don Aurelio Chicote,DON-0027,DON-0027-1,2,3,1,100,323,650,05-2002,960,810,247,1
Don Aurelio Chicote,DON-0027,DON-0027-2,2,3,2,,,,,,,,5
Don Aurelio Chicote,DON-0028,DON-0028-1,2,1,1,712,942,898,05-2003,120,289,934,2
Don Aurelio Chicote,DON-0028,DON-0028-2,1,5,1,574,899,702,04-2013,673,491,385,3
Don Aurelio Chicote,DON-0028,DON-0028-3,2,7,1,612,826,627,09-2015,952,390,669,3
Don Aurelio Chicote,DON-0028,DON-0028-4,3,,2,,,,,,,,5
Don Aurelio Chicote,DON-0028,DON-0028-5,3,5,2,,,,,,,,4
Don Aurelio Chicote,DON-0029,DON-0029-1,2,,1,494,287,652,09-2012,161,415,364,3
Don Aurelio Chicote,DON-0029,DON-0029-2,2,,1,728,568,753,07-2021,414,874,406,3
Don Aurelio Chicote,DON-0029,DON-0029-3,2,1,2,,,,,,,,5
Don Aurelio Chicote,DON-0029,DON-0029-4,3,5,1,989,806,337,07-2008,954,490,568,4
Don Aurelio Chicote,DON-0029,DON-0029-5,2,3,1,331,156,139,10-2024,305,402,639,4
Don Aurelio Chicote,DON-0029,DON-0029-6,3,6,2,,,,,,,,2
Don Aurelio Chicote,DON-0030,DON-0030-1,3,2,1,298,116,978,05-2008,195,810,757,5
Don Aurelio Chicote,DON-0030,DON-0030-2,2,4,1,786,804,609,05-2000,969,989,295,5
Don Aurelio Chicote,DON-0030,DON-0030-3,3,6,1,377,789,818,08-2011,407,267,811,4
Don Aurelio Chicote,DON-0031,DON-0031-1,1,1,1,582,979,583,11-2023,195,318,874,1
Don Aurelio Chicote,DON-0031,DON-0031-2,2,7,1,966,558,345,07-2017,270,100,185,5
Don Aurelio Chicote,DON-0032,DON-0032-1,1,6,1,286,848,537,11-2001,658,774,310,3
Don Aurelio Chicote,DON-0032,DON-0032-2,2,1,2,,,,,,,,1
Don Aurelio Chicote,DON-0032,DON-0032-3,2,5,1,700,307,361,12-2021,286,496,654,1
Don Aurelio Chicote,DON-0032,DON-0032-4,2,4,1,962,873,671,01-2013,801,559,415,4
Don Aurelio Chicote,DON-0032,DON-0032-5,2,1,1,664,137,290,06-2014,968,778,630,3
Don Aurelio Chicote,DON-0032,DON-0032-6,1,7,1,235,589,219,12-2023,147,517,904,5
Don Aurelio Chicote,DON-0033,DON-0033-1,2,,1,447,294,355,11-2020,925,530,589,4
Don Aurelio Chicote,DON-0033,DON-0033-2,2,4,1,447,520,626,12-2011,342,780,666,5
Don Aurelio Chicote,DON-0033,DON-0033-3,2,5,1,741,214,165,05-2011,464,444,847,1
Don Aurelio Chicote,DON-0033,DON-0033-4,1,4,2,,,,,,,,2
Don Aurelio Chicote,DON-0033,DON-0033-5,3,4,2,,,,,,,,5
Don Aurelio Chicote,DON-0033,DON-0033-6,2,6,1,282,445,424,04-2023,219,762,424,1
Don Aurelio Chicote,DON-0034,DON-0034-1,1,,1,173,675,927,08-2004,533,440,418,3
Don Aurelio Chicote,DON-0035,DON-0035-1,3,,2,,,,,,,,5
Don Aurelio Chicote,DON-0035,DON-0035-2,1,5,2,,,,,,,,3
Don Aurelio Chicote,DON-0035,DON-0035-3,2,7,1,644,835,147,03-2001,132,629,236,4
Don Aurelio Chicote,DON-0036,DON-0036-1,2,2,1,762,349,298,07-2010,373,711,651,4
Don Aurelio Chicote,DON-0036,DON-0036-2,1,6,1,818,175,803,01-2011,602,756,551,1
Don Aurelio Chicote,DON-0036,DON-0036-3,2,1,2,,,,,,,,5
Don Aurelio Chicote,DON-0037,DON-0037-1,1,2,2,,,,,,,,3
Don Aurelio Chicote,DON-0038,DON-0038-1,2,2,1,103,240,379,07-2021,849,807,328,4
Don Aurelio Chicote,DON-0038,DON-0038-2,3,3,1,727,364,783,10-2022,343,148,841,3
Don Aurelio Chicote,DON-0038,DON-0038-3,2,7,2,,,,,,,,4
Don Aurelio Chicote,DON-0038,DON-0038-4,3,,2,,,,,,,,1
Don Aurelio Chicote,DON-0039,DON-0039-1,3,,2,,,,,,,,4
Don Aurelio Chicote,DON-0039,DON-0039-2,1,5,1,859,218,888,11-2002,221,614,695,2
Don Aurelio Chicote,DON-0039,DON-0039-3,2,6,2,,,,,,,,2
Don Aurelio Chicote,DON-0039,DON-0039-4,3,2,1,325,696,619,03-2021,684,711,303,1
Don Aurelio Chicote,DON-0040,DON-0040-1,3,7,1,900,272,356,06-2019,958,686,420,3
Don Aurelio Chicote,DON-0040,DON-0040-2,1,1,1,511,919,583,08-2008,684,995,672,1
Don Aurelio Chicote,DON-0041,DON-0041-1,2,5,1,698,437,189,09-2015,678,979,508,4
Don Aurelio Chicote,DON-0041,DON-0041-2,2,,1,547,214,601,12-2001,783,209,696,5
Don Aurelio Chicote,DON-0042,DON-0042-1,2,2,2,,,,,,,,1
Don Aurelio Chicote,DON-0043,DON-0043-1,3,3,2,,,,,,,,4
Don Aurelio Chicote,DON-0043,DON-0043-2,3,3,1,171,496,237,03-2015,362,932,312,1
Don Aurelio Chicote,DON-0043,DON-0043-3,3,,2,,,,,,,,2
Don Aurelio Chicote,DON-0043,DON-0043-4,1,1,1,619,523,497,03-2018,501,116,927,5
Don Aurelio Chicote,DON-0043,DON-0043-5,1,,1,178,597,892,11-2020,695,678,598,2
Don Aurelio Chicote,DON-0044,DON-0044-1,3,1,1,166,200,357,09-2014,547,159,465,4
Don Aurelio Chicote,DON-0045,DON-0045-1,2,,1,336,176,784,05-2004,663,541,990,5
Don Aurelio Chicote,DON-0046,DON-0046-1,1,,2,,,,,,,,4
Don Aurelio Chicote,DON-0046,DON-0046-2,2,2,1,877,437,508,02-2001,538,186,282,5
Don Aurelio Chicote,DON-0046,DON-0046-3,1,,1,421,767,406,05-2014,883,689,606,1
Don Aurelio Chicote,DON-0046,DON-0046-4,1,7,2,,,,,,,,2
Don Aurelio Chicote,DON-0047,DON-0047-1,2,6,2,,,,,,,,1
Don Aurelio Chicote,DON-0047,DON-0047-2,3,6,2,,,,,,,,5
Don Aurelio Chicote,DON-0048,DON-0048-1,1,5,1,581,514,547,01-2004,802,902,861,5
Don Aurelio Chicote,DON-0048,DON-0048-2,1,,2,,,,,,,,4
Don Aurelio Chicote,DON-0048,DON-0048-3,1,4,2,,,,,,,,5
Don Aurelio Chicote,DON-0049,DON-0049-1,3,,1,381,760,277,09-2021,150,835,895,4
Don Aurelio Chicote,DON-0049,DON-0049-2,2,,1,180,588,231,12-2014,332,602,314,3
Don Aurelio Chicote,DON-0049,DON-0049-3,3,1,1,710,854,657,03-2022,206,208,396,1
Don Aurelio Chicote,DON-0049,DON-0049-4,2,2,2,,,,,,,,3
Don Aurelio Chicote,DON-0049,DON-0049-5,2,2,1,503,545,215,10-2001,342,991,171,4
Don Aurelio Chicote,DON-0050,DON-0050-1,1,5,2,,,,,,,,5
Don Aurelio Chicote,DON-0050,DON-0050-2,1,4,1,374,693,446,06-2019,382,636,920,4
Don Aurelio Chicote,DON-0050,DON-0050-3,2,,1,548,952,515,06-2007,488,700,195,3
Don Aurelio Chicote,DON-0050,DON-0050-4,1,5,2,,,,,,,,2
Don Aurelio Chicote,DON-0051,DON-0051-1,3,6,1,220,273,234,08-2001,788,456,476,2
Don Aurelio Chicote,DON-0051,DON-0051-2,2,5,1,514,779,211,11-2000,794,382,744,4
Don Aurelio Chicote,DON-0051,DON-0051-3,1,5,2,,,,,,,,2
Don Aurelio Chicote,DON-0051,DON-0051-4,2,6,1,578,863,323,04-2013,865,836,236,5
Don Aurelio Chicote,DON-0051,DON-0051-5,2,5,1,606,310,489,09-2020,504,105,347,5
Don Aurelio Chicote,DON-0052,DON-0052-1,3,6,2,,,,,,,,2
Don Aurelio Chicote,DON-0052,DON-0052-2,1,4,2,,,,,,,,4
Don Aurelio Chicote,DON-0052,DON-0052-3,3,,1,989,501,260,08-2020,374,456,262,4
Don Aurelio Chicote,DON-0053,DON-0053-1,1,2,2,,,,,,,,2
Don Aurelio Chicote,DON-0053,DON-0053-2,1,2,1,609,863,149,12-2019,454,684,528,5
Don Aurelio Chicote,DON-0053,DON-0053-3,1,7,2,,,,,,,,2
Don Aurelio Chicote,DON-0054,DON-0054-1,1,,2,,,,,,,,5
Don Aurelio Chicote,DON-0054,DON-0054-2,1,6,2,,,,,,,,1
Don Aurelio Chicote,DON-0055,DON-0055-1,2,6,1,219,674,847,09-2021,588,629,204,5
Don Aurelio Chicote,DON-0055,DON-0055-2,3,5,2,,,,,,,,4
Don Aurelio Chicote,DON-0055,DON-0055-3,1,1,1,148,613,265,07-2007,979,868,192,5
Don Aurelio Chicote,DON-0055,DON-0055-4,3,,1,146,745,700,10-2012,198,813,116,4
Don Aurelio Chicote,DON-0056,DON-0056-1,3,,1,418,801,655,11-2006,573,370,922,5
Don Aurelio Chicote,DON-0056,DON-0056-2,1,6,1,318,327,350,01-2022,663,848,856,5
Don Aurelio Chicote,DON-0056,DON-0056-3,3,2,1,394,661,571,06-2002,614,800,746,3
Don Aurelio Chicote,DON-0057,DON-0057-1,2,,1,977,316,273,06-2018,896,928,658,3
Don Aurelio Chicote,DON-0057,DON-0057-2,2,,1,114,766,234,07-2015,168,673,322,5
Don Aurelio Chicote,DON-0058,DON-0058-1,2,5,1,211,687,598,01-2011,419,767,924,3
Don Aurelio Chicote,DON-0058,DON-0058-2,1,5,1,636,742,428,02-2004,315,317,453,2
Don Aurelio Chicote,DON-0058,DON-0058-3,1,,1,386,141,999,11-2001,353,560,618,5
Don Aurelio Chicote,DON-0058,DON-0058-4,2,5,1,462,628,209,07-2013,313,610,243,2
Don Aurelio Chicote,DON-0058,DON-0058-5,2,,2,,,,,,,,1
Don Aurelio Chicote,DON-0059,DON-0059-1,2,6,1,904,961,662,03-2024,819,432,330,2
Don Aurelio Chicote,DON-0059,DON-0059-2,3,,2,,,,,,,,4
Don Aurelio Chicote,DON-0059,DON-0059-3,2,6,1,786,743,929,09-2008,279,989,822,1
Don Aurelio Chicote,DON-0059,DON-0059-4,2,4,1,770,264,621,10-2020,713,189,140,3
Don Aurelio Chicote,DON-0059,DON-0059-5,3,6,1,963,343,552,09-2017,270,459,687,1
Don Aurelio Chicote,DON-0059,DON-0059-6,1,3,1,785,714,371,08-2010,121,778,972,1
Don Aurelio Chicote,DON-0060,DON-0060-1,3,2,1,882,916,966,07-2011,507,828,740,3
Don Aurelio Chicote,DON-0060,DON-0060-2,1,4,2,,,,,,,,1
Don Aurelio Chicote,DON-0060,DON-0060-3,1,3,2,,,,,,,,3
Don Aurelio Chicote,DON-0060,DON-0060-4,3,4,1,870,653,394,04-2007,593,816,729,5
Don Aurelio Chicote,DON-0060,DON-0060-5,1,,2,,,,,,,,5
Don Aurelio Chicote,DON-0061,DON-0061-1,3,,1,254,518,762,11-2000,870,128,288,5
Don Aurelio Chicote,DON-0061,DON-0061-2,2,,1,815,215,177,01-2012,680,702,162,2
Don Aurelio Chicote,DON-0061,DON-0061-3,2,5,2,,,,,,,,3
Don Aurelio Chicote,DON-0061,DON-0061-4,1,,2,,,,,,,,5
Don Aurelio Chicote,DON-0061,DON-0061-5,3,,2,,,,,,,,4
Don Aurelio Chicote,DON-0061,DON-0061-6,2,2,2,,,,,,,,3
Lavigan,LAV-0001,LAV-0001-1,2,3,2,,,,,,,,1
Lavigan,LAV-0001,LAV-0001-2,3,,2,,,,,,,,2
Lavigan,LAV-0001,LAV-0001-3,1,,2,,,,,,,,2
Lavigan,LAV-0002,LAV-0002-1,2,1,1,131,859,433,12-2016,876,512,832,3
Lavigan,LAV-0002,LAV-0002-2,2,,2,,,,,,,,1
Lavigan,LAV-0002,LAV-0002-3,2,3,2,,,,,,,,4
Lavigan,LAV-0002,LAV-0002-4,1,,2,,,,,,,,4
Lavigan,LAV-0003,LAV-0003-1,3,7,2,,,,,,,,3
Lavigan,LAV-0003,LAV-0003-2,1,4,2,,,,,,,,3
Lavigan,LAV-0003,LAV-0003-3,2,,1,890,812,434,07-2023,553,182,649,3
Lavigan,LAV-0003,LAV-0003-4,3,2,2,,,,,,,,5
Lavigan,LAV-0003,LAV-0003-5,1,3,1,982,945,509,05-2017,430,965,717,4
Lavigan,LAV-0004,LAV-0004-1,2,,2,,,,,,,,2
Lavigan,LAV-0004,LAV-0004-2,2,4,1,459,988,440,12-2006,614,456,104,3
Lavigan,LAV-0004,LAV-0004-3,2,,1,520,379,785,01-2022,103,800,765,5
Lavigan,LAV-0005,LAV-0005-1,3,1,1,454,732,293,08-2012,973,232,119,4
Lavigan,LAV-0005,LAV-0005-2,1,3,2,,,,,,,,3
Lavigan,LAV-0005,LAV-0005-3,1,,2,,,,,,,,2
Lavigan,LAV-0005,LAV-0005-4,2,,1,931,493,151,04-2014,913,325,720,4
Lavigan,LAV-0005,LAV-0005-5,3,1,2,,,,,,,,5
Lavigan,LAV-0006,LAV-0006-1,2,5,2,,,,,,,,2
Lavigan,LAV-0006,LAV-0006-2,3,5,1,189,911,150,10-2006,707,600,107,4
Lavigan,LAV-0006,LAV-0006-3,1,,2,,,,,,,,2
Lavigan,LAV-0006,LAV-0006-4,2,4,1,572,226,684,12-2008,380,367,947,4
Lavigan,LAV-0007,LAV-0007-1,2,,2,,,,,,,,5
Lavigan,LAV-0007,LAV-0007-2,2,4,2,,,,,,,,4
Lavigan,LAV-0007,LAV-0007-3,1,,1,913,263,683,10-2010,248,916,758,1
Lavigan,LAV-0007,LAV-0007-4,3,5,2,,,,,,,,1
Lavigan,LAV-0007,LAV-0007-5,2,,1,919,608,966,01-2014,238,943,579,5
Lavigan,LAV-0007,LAV-0007-6,3,7,1,173,422,355,01-2005,611,777,423,3
Lavigan,LAV-0008,LAV-0008-1,2,3,1,817,378,679,01-2022,646,305,908,4
Lavigan,LAV-0008,LAV-0008-2,2,5,1,268,974,858,08-2024,358,581,119,1
Lavigan,LAV-0008,LAV-0008-3,1,7,1,576,835,161,06-2017,971,536,944,3
Lavigan,LAV-0009,LAV-0009-1,3,5,1,277,158,993,07-2018,747,552,917,3
Lavigan,LAV-0010,LAV-0010-1,2,7,2,,,,,,,,1
Lavigan,LAV-0010,LAV-0010-2,2,,1,775,717,709,10-2003,280,367,443,2
Lavigan,LAV-0010,LAV-0010-3,3,2,1,908,248,610,08-2023,983,920,750,2
Lavigan,LAV-0011,LAV-0011-1,2,7,1,733,810,361,05-2003,783,519,201,2
Lavigan,LAV-0011,LAV-0011-2,2,6,1,829,422,321,09-2022,413,629,230,2
Lavigan,LAV-0012,LAV-0012-1,3,7,2,,,,,,,,5
Lavigan,LAV-0012,LAV-0012-2,3,,2,,,,,,,,2
Lavigan,LAV-0012,LAV-0012-3,1,,1,757,694,865,10-2016,572,839,548,3
Lavigan,LAV-0012,LAV-0012-4,1,7,1,310,665,803,04-2003,900,237,907,2
Lavigan,LAV-0012,LAV-0012-5,1,,2,,,,,,,,5
Lavigan,LAV-0013,LAV-0013-1,3,6,2,,,,,,,,3
Lavigan,LAV-0013,LAV-0013-2,3,,2,,,,,,,,3
Lavigan,LAV-0013,LAV-0013-3,1,5,1,213,687,881,07-2020,380,145,865,2
Lavigan,LAV-0013,LAV-0013-4,3,7,1,258,581,978,04-2014,314,534,809,2
Lavigan,LAV-0013,LAV-0013-5,1,1,2,,,,,,,,2
Lavigan,LAV-0014,LAV-0014-1,2,7,2,,,,,,,,1
Lavigan,LAV-0015,LAV-0015-1,2,5,1,222,685,423,10-2015,947,928,377,3
Lavigan,LAV-0015,LAV-0015-2,1,1,1,851,230,330,10-2021,945,411,208,4
Lavigan,LAV-0016,LAV-0016-1,1,7,2,,,,,,,,4
Lavigan,LAV-0016,LAV-0016-2,3,,2,,,,,,,,3
Lavigan,LAV-0016,LAV-0016-3,3,4,1,228,177,662,05-2003,928,576,193,1
Lavigan,LAV-0016,LAV-0016-4,3,4,1,628,295,754,08-2007,834,806,377,1
Lavigan,LAV-0016,LAV-0016-5,2,6,2,,,,,,,,5
Lavigan,LAV-0016,LAV-0016-6,3,3,2,,,,,,,,4
Lavigan,LAV-0017,LAV-0017-1,1,2,2,,,,,,,,1
Lavigan,LAV-0017,LAV-0017-2,1,4,2,,,,,,,,5
Lavigan,LAV-0018,LAV-0018-1,1,7,1,993,112,781,02-2001,999,999,572,5
Lavigan,LAV-0018,LAV-0018-2,3,1,1,332,630,571,10-2016,925,766,237,2
Lavigan,LAV-0018,LAV-0018-3,1,3,1,412,113,145,01-2022,511,810,901,5
Lavigan,LAV-0018,LAV-0018-4,2,6,2,,,,,,,,1
Lavigan,LAV-0018,LAV-0018-5,2,3,2,,,,,,,,5
Lavigan,LAV-0019,LAV-0019-1,3,3,2,,,,,,,,1
Lavigan,LAV-0019,LAV-0019-2,2,,2,,,,,,,,5
Lavigan,LAV-0020,LAV-0020-1,3,,2,,,,,,,,3
Lavigan,LAV-0020,LAV-0020-2,2,,2,,,,,,,,2
Lavigan,LAV-0020,LAV-0020-3,1,,1,640,726,869,04-2024,261,854,800,2
Lavigan,LAV-0020,LAV-0020-4,2,5,2,,,,,,,,2
Lavigan,LAV-0020,LAV-0020-5,1,5,2,,,,,,,,4
Lavigan,LAV-0020,LAV-0020-6,2,,1,364,806,264,12-2005,865,731,691,1
Lavigan,LAV-0021,LAV-0021-1,1,2,1,103,889,380,04-2010,119,966,908,5
Lavigan,LAV-0021,LAV-0021-2,2,7,1,979,320,990,04-2011,642,110,382,4
Lavigan,LAV-0021,LAV-0021-3,3,,2,,,,,,,,4
Lavigan,LAV-0022,LAV-0022-1,2,,2,,,,,,,,1
Lavigan,LAV-0022,LAV-0022-2,1,1,1,643,882,843,06-2024,487,441,405,2
Lavigan,LAV-0022,LAV-0022-3,1,6,2,,,,,,,,5
Lavigan,LAV-0023,LAV-0023-1,3,5,1,300,426,833,02-2004,371,835,601,5
Lavigan,LAV-0024,LAV-0024-1,2,7,1,451,412,122,06-2000,865,452,891,2
Lavigan,LAV-0024,LAV-0024-2,2,1,2,,,,,,,,2
Lavigan,LAV-0024,LAV-0024-3,2,7,1,817,502,308,01-2016,525,469,770,4
Lavigan,LAV-0024,LAV-0024-4,3,4,1,841,910,117,06-2008,106,210,459,1
Lavigan,LAV-0025,LAV-0025-1,1,5,2,,,,,,,,5
Lavigan,LAV-0025,LAV-0025-2,2,2,2,,,,,,,,1
Lavigan,LAV-0025,LAV-0025-3,3,2,2,,,,,,,,4
Lavigan,LAV-0025,LAV-0025-4,2,,2,,,,,,,,5
Lavigan,LAV-0026,LAV-0026-1,3,7,2,,,,,,,,5
Lavigan,LAV-0026,LAV-0026-2,2,7,2,,,,,,,,2
Lavigan,LAV-0026,LAV-0026-3,2,4,1,445,793,817,09-2023,498,564,192,5
Lavigan,LAV-0026,LAV-0026-4,3,,1,388,606,959,02-2013,503,924,255,4
Lavigan,LAV-0026,LAV-0026-5,3,6,2,,,,,,,,5
Lavigan,LAV-0027,LAV-0027-1,2,3,1,442,813,549,10-2014,165,781,761,4
Lavigan,LAV-0027,LAV-0027-2,2,,2,,,,,,,,1
Lavigan,LAV-0028,LAV-0028-1,3,,1,743,747,191,07-2009,123,794,122,1
Lavigan,LAV-0029,LAV-0029-1,1,7,2,,,,,,,,5
Lavigan,LAV-0030,LAV-0030-1,3,,1,345,880,527,12-2022,869,986,983,1
Lavigan,LAV-0030,LAV-0030-2,3,2,2,,,,,,,,2
Lavigan,LAV-0031,LAV-0031-1,3,2,2,,,,,,,,3
Lavigan,LAV-0031,LAV-0031-2,1,7,2,,,,,,,,5
Lavigan,LAV-0031,LAV-0031-3,2,2,1,328,662,382,01-2008,227,135,958,5
